business_name,average_inspection_score,business_postal_code,business_latitude,business_longitude,business_location
SHUFAT MARKET,95.0,94114,37.751664,-122.427688,POINT (-122.427688 37.751664)
SILVER CREST DONUT SHOP,92.0,94124,37.742456,-122.405766,POINT (-122.405766 37.742456)
SIMPLE PLEASURES CAFE,84.0,94121,37.775818,-122.495802,POINT (-122.495802 37.775818)
SING SING,89.0,94109,37.783855,-122.415984,POINT (-122.415984 37.783855)
SLIM'S,91.33333333333333,94103,37.771501,-122.413439,POINT (-122.413439 37.771501)
SLOAT ELEMENTARY SCHOOL,97.66666666666667,94127,37.731868,-122.470957,POINT (-122.470957 37.731868)
SMILE'S  B.B.Q.,92.5,94110,37.755013,-122.418665,POINT (-122.418665 37.755013)
SNACK & BOTTLE SHOP,93.0,94112,37.720524,-122.430562,POINT (-122.430562 37.720524)
SO,72.5,94103,37.772264,-122.407339,POINT (-122.407339 37.772264)
SOCIALE,87.66666666666667,94118,37.787364,-122.45299,POINT (-122.45299 37.787364)
SONOMA LIQUORS,92.0,94103,37.774722,-122.406761,POINT (-122.406761 37.774722)
SOTA (SCHOOL OF THE ARTS),97.25,94131,37.745674,-122.45085,POINT (-122.45085 37.745674)
SOUTH BEACH CAFE,91.0,94107,37.781556,-122.388484,POINT (-122.388484 37.781556)
SOUTH BEACH YACHT CLUB,86.5,94107,37.78162,-122.387677,POINT (-122.387677 37.78162)
SPIKE'S COFFEES & TEAS,100.0,94114,37.759253,-122.43503,POINT (-122.43503 37.759253)
SPQR,88.0,94115,37.787295,-122.433535,POINT (-122.433535 37.787295)
SPRESSA,100.0,94132,37.718254,-122.474427,POINT (-122.474427 37.718254)
SQUAT & GOBBLE CAFE #3,88.0,94114,37.764248,-122.433392,POINT (-122.433392 37.764248)
SQUAT & GOBBLE CAFE #4,95.0,94127,37.740822,-122.465739,POINT (-122.465739 37.740822)
SRI THAI CUISINE,83.5,94122,37.764073,-122.507779,POINT (-122.507779 37.764073)
ST CHARLES SCHOOL,96.0,94110,37.762074,-122.416107,POINT (-122.416107 37.762074)
ST FRANCIS FOUNTAIN,86.0,94110,37.752833,-122.408349,POINT (-122.408349 37.752833)
ST GABRIEL SCHOOL,100.0,94116,37.739514,-122.499046,POINT (-122.499046 37.739514)
ST MARY'S HOSPITAL CAFETERIA,100.0,94117,37.773657,-122.454417,POINT (-122.454417 37.773657)
ST PETER'S PARISH SCHOOL,99.42857142857143,94110,37.751678,-122.41,POINT (-122.41 37.751678)
ST VINCENT DE PAUL,97.6,94123,37.795882,-122.43789,POINT (-122.43789 37.795882)
ST. ANNE,94.75,94122,37.763403,-122.471582,POINT (-122.471582 37.763403)
ST. ANNE'S HOME,90.5,94118,37.786797,-122.462552,POINT (-122.462552 37.786797)
ST. ANTHONY'S ELEMENTARY,96.0,94110,37.747249,-122.413607,POINT (-122.413607 37.747249)
ST. FRANCIS YACHT CLUB,87.0,94123,37.800632,-122.436438,POINT (-122.436438 37.800632)
ST. JOHN OF GOD SENIOR MEALS PROGRA,98.0,94122,37.764408,-122.461978,POINT (-122.461978 37.764408)
ST. JOHN'S SNACK BAR,97.33333333333333,94131,37.735264,-122.437679,POINT (-122.437679 37.735264)
ST. PAULS SCHOOL,93.0,94131,37.74385,-122.426739,POINT (-122.426739 37.74385)
ST. THOMAS THE APOSTLE,95.66666666666667,94121,37.775573,-122.499709,POINT (-122.499709 37.775573)
STARBELLY,89.66666666666667,94114,37.764233,-122.43254,POINT (-122.43254 37.764233)
STARBUCK'S COFFEE #525,98.66666666666667,94115,37.790157,-122.434037,POINT (-122.434037 37.790157)
STARBUCK'S COFFEE #6605,95.33333333333333,94110,37.762963,-122.410709,POINT (-122.410709 37.762963)
STARBUCKS,94.81818181818181,94105,37.776805,-122.393789,POINT (-122.393789 37.776805)
STARBUCKS #5852,98.66666666666667,94103,37.789314,-122.395192,POINT (-122.395192 37.789314)
STARBUCKS COFFEE,96.53846153846153,94114,37.760938,-122.434692,POINT (-122.434692 37.760938)
STARBUCKS COFFEE #531,92.66666666666667,94123,37.800547,-122.438494,POINT (-122.438494 37.800547)
STARBUCKS COFFEE #545,98.0,94114,37.751413,-122.431629,POINT (-122.431629 37.751413)
STARBUCKS COFFEE #5486,94.66666666666667,94105,37.788727,-122.400798,POINT (-122.400798 37.788727)
STARBUCKS COFFEE #5646,96.66666666666667,94105,37.791227,-122.398872,POINT (-122.398872 37.791227)
STARBUCKS COFFEE #9215,100.0,94117,37.764027,-122.456159,POINT (-122.456159 37.764027)
STARBUCKS COFFEE #9219,96.0,94105,37.792037,-122.397852,POINT (-122.397852 37.792037)
STARBUCKS COFFEE CO,96.33333333333333,94103,37.784247,-122.403989,POINT (-122.403989 37.784247)
STARBUCKS COFFEE CO.,98.85714285714286,94115,37.764088,-122.465981,POINT (-122.465981 37.764088)
STARBUCKS COFFEE CO. #603,97.5,94105,37.787838,-122.400998,POINT (-122.400998 37.787838)
STEVENSON ELEMENTARY SCHOOL,100.0,94116,37.748853,-122.492255,POINT (-122.492255 37.748853)
STEWART'S MARKET,93.33333333333333,94115,37.785093,-122.441498,POINT (-122.441498 37.785093)
STONESTOWN FAMILY YMCA (SR. ANNEX),98.0,94132,37.730576,-122.47588,POINT (-122.47588 37.730576)
SUBWAY,91.33333333333333,94109,37.741829,-122.388098,POINT (-122.388098 37.741829)
SUBWAY #30196,88.5,94107,37.776858,-122.394729,POINT (-122.394729 37.776858)
SUBWAY #31419,89.33333333333333,94134,37.728933,-122.40413,POINT (-122.40413 37.728933)
SUBWAY 16604,88.5,94109,37.783713,-122.419357,POINT (-122.419357 37.783713)
SUBWAY SANDWICHES & SALADS,85.0,94115,37.78332,-122.432647,POINT (-122.432647 37.78332)
SUGAR LOUNGE,90.5,94102,37.776917,-122.422231,POINT (-122.422231 37.776917)
SUN FAT SEAFOOD,90.5,94110,37.754094,-122.418586,POINT (-122.418586 37.754094)
SUNFLOWER RESTAURANT,63.5,94103,37.764678,-122.421905,POINT (-122.421905 37.764678)
SUNNY COUNTRY FOODS,100.0,94117,37.764384,-122.452584,POINT (-122.452584 37.764384)
SUNNYSIDE ELEMENTARY SCHOOL,96.0,94112,37.730307,-122.448801,POINT (-122.448801 37.730307)
SUNRISE MARKET,86.0,94117,37.771748,-122.433493,POINT (-122.433493 37.771748)
SUNSET SUPER,82.5,94116,37.738333,-122.49728,POINT (-122.49728 37.738333)
SUPER MIRA,87.75,94115,37.786568,-122.429754,POINT (-122.429754 37.786568)
SUPER STAR RESTAURANT,79.33333333333333,94112,37.719692,-122.438575,POINT (-122.438575 37.719692)
SUPERIOR PALACE SEAFOOD REST.,78.5,94121,37.775758,-122.497041,POINT (-122.497041 37.775758)
SUPPENKUCHE,85.66666666666667,94102,37.776294,-122.426264,POINT (-122.426264 37.776294)
SURFSIDE LIQUORS,91.33333333333333,94124,37.732545,-122.376657,POINT (-122.376657 37.732545)
SUSHI TIME,88.0,94114,37.764697,-122.432322,POINT (-122.432322 37.764697)
SWEET CHINITO,93.25,94110,37.748164,-122.418241,POINT (-122.418241 37.748164)
SWEET DELIGHT BAKERY,69.33333333333333,94112,37.726117,-122.433817,POINT (-122.433817 37.726117)
SWEET THINGS,98.66666666666667,94118,37.786453,-122.452807,POINT (-122.452807 37.786453)
Sabor De San Miguel,86.75,94110,37.744726,-122.420395,POINT (-122.420395 37.744726)
Sabra Restaurant,93.0,94108,37.790874,-122.405634,POINT (-122.405634 37.790874)
Safeway Store #4601,92.0,94111,37.796984,-122.398887,POINT (-122.398887 37.796984)
Safeway Store #985,93.0,94122,37.753718,-122.488821,POINT (-122.488821 37.753718)
Safeway Stores Inc #711,92.0,94123,37.805073,-122.433106,POINT (-122.433106 37.805073)
"Safeway Stores, Inc. #1206",94.0,94133,37.805758,-122.412774,POINT (-122.412774 37.805758)
Saffron Lounge,98.0,94103,37.770728,-122.402962,POINT (-122.402962 37.770728)
Sai's Vietnamese Restaurant,90.5,94111,37.795659,-122.40172,POINT (-122.40172 37.795659)
Saigon Deli Express,92.0,94111,37.793654,-122.396309,POINT (-122.396309 37.793654)
Saiwaii Ramen,94.0,94122,37.763368,-122.482262,POINT (-122.482262 37.763368)
Sakana,93.0,94109,37.787798,-122.411772,POINT (-122.411772 37.787798)
Sakesan,89.0,94118,37.782898,-122.466011,POINT (-122.466011 37.782898)
Salama Halal Meat,96.66666666666667,94102,37.786795,-122.413264,POINT (-122.413264 37.786795)
Salt House,89.66666666666667,94105,37.788727,-122.398288,POINT (-122.398288 37.788727)
Salvation Army Cen. Corps / Sr. Act. Ctr,95.0,94107,37.781307,-122.400338,POINT (-122.400338 37.781307)
Sam's Cable Car Lounge,93.66666666666667,94102,37.786672,-122.408005,POINT (-122.408005 37.786672)
Sam's Diner,86.0,94102,37.778497,-122.415146,POINT (-122.415146 37.778497)
Sam's Market,92.66666666666667,94110,37.747496,-122.40957,POINT (-122.40957 37.747496)
Sam's Pizza,88.0,94133,37.797828,-122.407444,POINT (-122.407444 37.797828)
Samiramis Imports,84.0,94110,37.74923,-122.418224,POINT (-122.418224 37.74923)
Sammy's on 2nd,95.33333333333333,94105,37.788248,-122.400138,POINT (-122.400138 37.788248)
San Francisco Athletic Club,91.0,94115,37.800897,-122.409189,POINT (-122.409189 37.800897)
San Francisco Campus for Jewish Living,88.0,94112,37.728659,-122.431174,POINT (-122.431174 37.728659)
San Francisco Christian Academy,100.0,94102,37.783988,-122.412681,POINT (-122.412681 37.783988)
"San Francisco Crepe Co, Inc",100.0,94103,37.774722,-122.406761,POINT (-122.406761 37.774722)
San Francisco Fish Company,100.0,94111,37.795225,-122.39377,POINT (-122.39377 37.795225)
San Francisco Public Montessori,99.6,94115,37.792628,-122.433514,POINT (-122.433514 37.792628)
San Francisco Rescue Mission Cafe,90.66666666666667,94102,37.783274,-122.412392,POINT (-122.412392 37.783274)
San Francisco Senior Center Downtown Branch,99.33333333333333,94102,37.785789,-122.412648,POINT (-122.412648 37.785789)
San Francisco Tennis Club,84.0,94107,37.776109,-122.398082,POINT (-122.398082 37.776109)
San Francisco ZOO WAREHOUSE,98.0,94132,37.73017,-122.502535,POINT (-122.502535 37.73017)
San Jalisco,88.0,94110,37.758634,-122.416866,POINT (-122.416866 37.758634)
San Raku Restaurant,87.75,94109,37.788798,-122.412164,POINT (-122.412164 37.788798)
San Sun Restaurant,92.0,94108,37.795108,-122.407213,POINT (-122.407213 37.795108)
San Tung Restaurant LLC,86.5,94122,37.763891,-122.468805,POINT (-122.468805 37.763891)
Sanchez School,98.4,94114,37.76395,-122.430767,POINT (-122.430767 37.76395)
Santino's Vino,86.0,94115,37.788932,-122.433895,POINT (-122.433895 37.788932)
Sapphire Asian Cuisine,84.0,94111,37.794063,-122.400726,POINT (-122.400726 37.794063)
Sarku Japan,85.25,94103,37.784317,-122.407563,POINT (-122.407563 37.784317)
Saru,95.0,94114,37.751648,-122.428783,POINT (-122.428783 37.751648)
Sauce Belden,83.0,94104,37.791458,-122.403787,POINT (-122.403787 37.791458)
Sausalito Cafe #1,82.0,94105,37.788613,-122.393894,POINT (-122.393894 37.788613)
Save More Market,78.0,94115,37.777848,-122.438123,POINT (-122.438123 37.777848)
Schuberts Bakery,98.0,94118,37.782893,-122.464948,POINT (-122.464948 37.782893)
Scoma's Restaurant,98.0,94133,37.807972,-122.4177,POINT (-122.4177 37.807972)
Seafood Center,90.75,94118,37.782724,-122.46826,POINT (-122.46826 37.782724)
Seal Rock Inn Restaurant,82.66666666666667,94121,37.779853,-122.509128,POINT (-122.509128 37.779853)
Searchlight Market,92.0,94109,37.799006,-122.418987,POINT (-122.418987 37.799006)
Sears Fine Food,90.0,94102,37.788823,-122.408554,POINT (-122.408554 37.788823)
Self-Help For The Elderly - Lady Shaw Senior Center,98.0,94133,37.796857,-122.411899,POINT (-122.411899 37.796857)
Sens Restaurant,98.0,94111,37.795108,-122.396184,POINT (-122.396184 37.795108)
Shabu House,86.6,94132,37.731746,-122.473318,POINT (-122.473318 37.731746)
Shanghai China Restaurant,77.0,94103,37.773447,-122.418123,POINT (-122.418123 37.773447)
Shanghai Dumpling King,86.0,94121,37.775813,-122.494499,POINT (-122.494499 37.775813)
Shanghai Dumpling King 2,87.0,94127,37.731568,-122.45097,POINT (-122.45097 37.731568)
Shanghai House,78.66666666666667,94121,37.775663,-122.497959,POINT (-122.497959 37.775663)
Shannon Arms,98.0,94116,37.742972,-122.47584,POINT (-122.47584 37.742972)
Shaws San Francisco,95.5,94127,37.739565,-122.467317,POINT (-122.467317 37.739565)
Sheba Restaurant & Lounge,83.5,94115,37.782764,-122.432634,POINT (-122.432634 37.782764)
Sheffield Convalescent Hospital,93.5,94110,37.755044,-122.416506,POINT (-122.416506 37.755044)
Siam Lotus Thai Cuisine,93.33333333333333,94117,37.769447,-122.450796,POINT (-122.450796 37.769447)
Sidekick,96.5,94111,37.795225,-122.39377,POINT (-122.39377 37.795225)
Sift Cupcake & Dessert Bar,93.66666666666667,94115,37.788834,-122.43402,POINT (-122.43402 37.788834)
Sightglass Roasters,97.0,94103,37.777094,-122.40836,POINT (-122.40836 37.777094)
Silver Cafe,91.33333333333333,94112,37.728582,-122.431482,POINT (-122.431482 37.728582)
"Silverhat Bar, Inc",96.0,94133,37.799388,-122.410223,POINT (-122.410223 37.799388)
Silverstone Cafe,88.75,94110,37.752308,-122.417962,POINT (-122.417962 37.752308)
Skool,94.0,94103,37.768635,-122.402226,POINT (-122.402226 37.768635)
Slanted Door Restaurant,82.0,94111,37.795225,-122.39377,POINT (-122.39377 37.795225)
Slice House by Tony Gemignani,89.25,94107,37.800218,-122.409096,POINT (-122.409096 37.800218)
Slider Diner,93.66666666666667,94109,37.787806,-122.420192,POINT (-122.420192 37.787806)
Small Foods,73.0,94107,37.782803,-122.393379,POINT (-122.393379 37.782803)
Smokin' Warehouse BBQ,89.4,94118,37.723466,-122.390795,POINT (-122.390795 37.723466)
"Snow Garden, LLC",77.5,94108,37.793598,-122.406097,POINT (-122.406097 37.793598)
Social Kitchen & Brewery,81.66666666666667,94122,37.758941,-122.48591,POINT (-122.48591 37.758941)
Sodexo @ Academy of Art University,95.75,94102,37.782463,-122.419094,POINT (-122.419094 37.782463)
Sodexo at Academy of Art,100.0,94105,37.786467,-122.399349,POINT (-122.399349 37.786467)
Sodexo at Academy of Art University,96.0,94102,37.788978,-122.410684,POINT (-122.410684 37.788978)
Sodexo at PG & E Energy Center,97.0,94103,37.782336,-122.403788,POINT (-122.403788 37.782336)
Sodini's Restaurant,83.5,94133,37.799697,-122.407614,POINT (-122.407614 37.799697)
Soma Chicken and Salad,75.33333333333333,94105,37.792577,-122.393992,POINT (-122.393992 37.792577)
Soma Restaurant And Bar,88.0,94103,37.782854,-122.406662,POINT (-122.406662 37.782854)
Soo Fong Restaurant,82.33333333333333,94124,37.741829,-122.388098,POINT (-122.388098 37.741829)
Southern Pacific Brewing,92.5,94110,37.760192,-122.413792,POINT (-122.413792 37.760192)
Specialty's Cafe & Bakery,93.25,94111,37.789068,-122.40201,POINT (-122.40201 37.789068)
Spiazzo,94.0,94127,37.740456,-122.466108,POINT (-122.466108 37.740456)
Spice Kit,79.5,94105,37.789057,-122.395322,POINT (-122.395322 37.789057)
Spices Restaurant,76.0,94118,37.778382,-122.462787,POINT (-122.462787 37.778382)
Spin City Coffee Bar,90.33333333333333,94114,37.748474,-122.429286,POINT (-122.429286 37.748474)
Split Bread,87.28571428571429,94103,37.783984,-122.403513,POINT (-122.403513 37.783984)
Spot Light Market,95.66666666666667,94103,37.766424,-122.424311,POINT (-122.424311 37.766424)
Spring Valley Elementary School,100.0,94109,37.794434,-122.418857,POINT (-122.418857 37.794434)
Spruce,91.0,94118,37.787478,-122.452723,POINT (-122.452723 37.787478)
Squat and Gobble Cafe,80.5,94123,37.800254,-122.440467,POINT (-122.440467 37.800254)
St Mary's Cathedral/Convention Center,89.5,94109,37.784361,-122.424554,POINT (-122.424554 37.784361)
St. Francis Memorial Hospital - Employees Cafeteria,98.0,94109,37.789608,-122.417077,POINT (-122.417077 37.789608)
St. Ignatius,97.2,94116,37.749624,-122.495556,POINT (-122.495556 37.749624)
Stable Cafe,95.0,94110,37.763228,-122.415135,POINT (-122.415135 37.763228)
Stacks Restaurant,84.75,94102,37.776623,-122.424787,POINT (-122.424787 37.776623)
Stanley's Steamers,100.0,94108,37.787954,-122.405035,POINT (-122.405035 37.787954)
Stanza,96.33333333333333,94117,37.769563,-122.450097,POINT (-122.450097 37.769563)
Star Bagels,89.33333333333333,94109,37.790324,-122.420664,POINT (-122.420664 37.790324)
Star India Restaurant,79.0,94118,37.781153,-122.45936,POINT (-122.45936 37.781153)
Starbucks,96.72222222222223,94103,37.804444,-122.433625,POINT (-122.433625 37.804444)
Starbucks #16839,90.5,94111,37.794551,-122.39319,POINT (-122.39319 37.794551)
Starbucks Coffee,97.42105263157895,94111,37.792773,-122.403567,POINT (-122.403567 37.792773)
Starbucks Coffee (Store #9743),91.0,94111,37.795366,-122.400435,POINT (-122.400435 37.795366)
Starbucks Coffee Co,96.5,94111,37.79703,-122.398284,POINT (-122.398284 37.79703)
Starbucks Coffee Company,98.0,94111,37.796527,-122.421953,POINT (-122.421953 37.796527)
Starbucks Coffee Company #6765,98.0,94108,37.790376,-122.405544,POINT (-122.405544 37.790376)
State Bird Provisions,93.66666666666667,94115,37.783704,-122.432824,POINT (-122.432824 37.783704)
Station Cafe,97.33333333333333,94132,37.73017,-122.502535,POINT (-122.502535 37.73017)
Steins,87.66666666666667,94118,37.782784,-122.467159,POINT (-122.467159 37.782784)
Stella Pastry,92.0,94133,37.799065,-122.408355,POINT (-122.408355 37.799065)
Stone House Calif Olive Oil,99.0,94111,37.786766,-122.461545,POINT (-122.461545 37.786766)
Stow Lake Boathouse Company,95.0,94132,37.721453,-122.48629,POINT (-122.48629 37.721453)
Straw,87.5,94102,37.773928,-122.42419,POINT (-122.42419 37.773928)
Street Restaurant,86.0,94109,37.796327,-122.421911,POINT (-122.421911 37.796327)
Streets,87.0,94102,37.782506,-122.418993,POINT (-122.418993 37.782506)
Sts. Peter & Paul School,86.25,94133,37.801278,-122.410384,POINT (-122.410384 37.801278)
"Subs, Inc.",83.5,94114,37.751137,-122.434095,POINT (-122.434095 37.751137)
Subway,92.0,94102,37.784884,-122.409425,POINT (-122.409425 37.784884)
Subway #25578,79.5,94111,37.794576,-122.396643,POINT (-122.396643 37.794576)
Subway #33355,92.66666666666667,94132,37.723054,-122.483612,POINT (-122.483612 37.723054)
Subway #4066,87.75,94121,37.780421,-122.479933,POINT (-122.479933 37.780421)
Subway #43108,94.0,94112,37.720912,-122.437603,POINT (-122.437603 37.720912)
Subway 30303,87.33333333333333,94132,37.711185,-122.46779,POINT (-122.46779 37.711185)
Subway Sandwich #41309,91.66666666666667,94103,37.774722,-122.406761,POINT (-122.406761 37.774722)
Subway Sandwiches,88.0,94102,37.787783,-122.419737,POINT (-122.419737 37.787783)
Subway Sandwiches #24254,93.66666666666667,94104,37.792237,-122.400124,POINT (-122.400124 37.792237)
Subway Sandwiches #25379,78.75,94105,37.788828,-122.400971,POINT (-122.400971 37.788828)
Subway Sandwiches #34341,85.66666666666667,94103,37.787451,-122.403337,POINT (-122.403337 37.787451)
Subway on Jefferson,93.0,94133,37.807923,-122.417887,POINT (-122.417887 37.807923)
Sugar Bowl,89.0,94115,37.783198,-122.440983,POINT (-122.440983 37.783198)
Sugarcane SF,92.0,94121,37.779663,-122.493618,POINT (-122.493618 37.779663)
Sugarhill Kitchen,89.0,94123,37.801173,-122.425467,POINT (-122.425467 37.801173)
Sun Maxim's Bakery,86.5,94122,37.763468,-122.479851,POINT (-122.479851 37.763468)
Sun Rise Deli,89.0,94105,37.788544,-122.400591,POINT (-122.400591 37.788544)
Sun Rise Restaurant,91.5,94110,37.752508,-122.414681,POINT (-122.414681 37.752508)
Sun Sang Market,77.0,94133,37.796973,-122.408504,POINT (-122.408504 37.796973)
Sun Stream Coffee,89.66666666666667,94118,37.782255,-122.449956,POINT (-122.449956 37.782255)
Sunflower Cafe,87.33333333333333,94102,37.786316,-122.409371,POINT (-122.409371 37.786316)
Sunflower Potrero Hill,78.33333333333333,94107,37.762647,-122.397545,POINT (-122.397545 37.762647)
Sunrise Deli,88.6,94122,37.763383,-122.48075,POINT (-122.48075 37.763383)
Sunset Bakery,98.0,94122,37.758941,-122.48591,POINT (-122.48591 37.758941)
Sunset Senior Center,100.0,94116,37.738334,-122.497977,POINT (-122.497977 37.738334)
Sunset Strip,93.66666666666667,94122,37.761083,-122.490019,POINT (-122.490019 37.761083)
Super Burrito,85.0,94109,37.787998,-122.420117,POINT (-122.420117 37.787998)
Super Duper,88.14285714285714,94103,37.787097,-122.404122,POINT (-122.404122 37.787097)
Super Duper Burgers,85.16666666666667,94105,37.800344,-122.439697,POINT (-122.439697 37.800344)
Superb Garden Grocery,96.66666666666667,94122,37.753603,-122.489688,POINT (-122.489688 37.753603)
Superette Market,86.5,94102,37.784337,-122.409814,POINT (-122.409814 37.784337)
Sur La Table,92.375,94123,37.784848,-122.406892,POINT (-122.406892 37.784848)
Sushi Delight,81.5,94102,37.770184,-122.425728,POINT (-122.425728 37.770184)
Sushi Hunter,92.0,94133,37.800424,-122.410894,POINT (-122.410894 37.800424)
"Sushi In, LLC",92.0,94123,37.800258,-122.440894,POINT (-122.440894 37.800258)
Sushi Kazu,93.0,94122,37.763983,-122.46709,POINT (-122.46709 37.763983)
Sushi Kinta,98.0,94111,37.794168,-122.396457,POINT (-122.396457 37.794168)
Sushi Rapture,92.25,94109,37.793997,-122.416267,POINT (-122.416267 37.793997)
Sushi Raw #3,84.0,94117,37.771782,-122.433435,POINT (-122.433435 37.771782)
Sushi Raw #4,92.0,94116,37.742993,-122.475859,POINT (-122.475859 37.742993)
Sushi Suki Restaurant,76.5,94127,37.738857,-122.457584,POINT (-122.457584 37.738857)
Sushi Taka,88.66666666666667,94108,37.793669,-122.404578,POINT (-122.404578 37.793669)
Sushi Umi,85.33333333333333,94104,37.791308,-122.400134,POINT (-122.400134 37.791308)
Sushi Zen,88.33333333333333,94116,37.742933,-122.47745,POINT (-122.47745 37.742933)
Sushi on North Beach,81.0,94133,37.801616,-122.412137,POINT (-122.412137 37.801616)
Sushirrito,89.9,94105,37.787925,-122.400953,POINT (-122.400953 37.787925)
Sutter Pub and Restaurant,84.33333333333333,94102,37.78881,-122.41188,POINT (-122.41188 37.78881)
Swan Oyster Depot,93.33333333333333,94109,37.790734,-122.420783,POINT (-122.420783 37.790734)
Sweet Hut,88.0,94118,37.782893,-122.464948,POINT (-122.464948 37.782893)
Sweet Lime Inc.,91.66666666666667,94115,37.785888,-122.435133,POINT (-122.435133 37.785888)
Sweet Maple Coffee Shop,79.0,94115,37.785833,-122.434938,POINT (-122.434938 37.785833)
Sweet Passion Bakery,87.25,94116,37.742058,-122.498692,POINT (-122.498692 37.742058)
Sweetie's,96.0,94133,37.804685,-122.412971,POINT (-122.412971 37.804685)
Swensen's of SF Inc,97.0,94109,37.799187,-122.419115,POINT (-122.419115 37.799187)
T & L Liquor Store Inc.,92.0,94110,37.746459,-122.4194,POINT (-122.4194 37.746459)
T C PASTRY,90.0,94122,37.763388,-122.481892,POINT (-122.481892 37.763388)
TACO LOS ALTOS,91.5,94110,37.738979,-122.414971,POINT (-122.414971 37.738979)
TAIWAN RESTAURANT,68.75,94118,37.782933,-122.464089,POINT (-122.464089 37.782933)
TAN-TAN,93.5,94115,37.785274,-122.431918,POINT (-122.431918 37.785274)
TAQUERIA CAN-CUN,85.25,94110,37.760487,-122.419285,POINT (-122.419285 37.760487)
TAQUERIA CAN-CUN  RESTAURANT,90.0,94103,37.78215,-122.410305,POINT (-122.410305 37.78215)
TAQUERIA CANCUN,89.16666666666667,94110,37.745433,-122.419945,POINT (-122.419945 37.745433)
TAQUERIA EL BUEN SABOR,82.75,94112,37.761743,-122.421492,POINT (-122.421492 37.761743)
TAQUERIA EL FAROLITO,86.33333333333333,94110,37.752634,-122.418486,POINT (-122.418486 37.752634)
TAQUERIA EL FAROLITO #3,88.0,94110,37.752728,-122.411122,POINT (-122.411122 37.752728)
TAQUERIA EL FAROLITO NO. 2,84.0,94112,37.721251,-122.437385,POINT (-122.437385 37.721251)
TAQUERIA GUADALAJARA,82.25,94112,37.721191,-122.43755,POINT (-122.43755 37.721191)
TAQUERIA SAN FRANCISCO,93.5,94110,37.752908,-122.408013,POINT (-122.408013 37.752908)
TAQUERIA SAN JOSE #1,86.0,94110,37.751687,-122.418455,POINT (-122.418455 37.751687)
TARAVAL OKAZU YA,79.0,94116,37.742603,-122.484646,POINT (-122.484646 37.742603)
TARTINE BAKERY,92.5,94110,37.761531,-122.423862,POINT (-122.423862 37.761531)
TASTE CATERING,98.0,94124,37.7456,-122.387309,POINT (-122.387309 37.7456)
TASTEBUDS,85.0,94118,37.77721,-122.462874,POINT (-122.462874 37.77721)
TAWAN'S THAI FOOD,82.6,94118,37.780834,-122.46659,POINT (-122.46659 37.780834)
TAZA WRAPS & JUICE,96.0,94132,37.723054,-122.483612,POINT (-122.483612 37.723054)
TED'S MARKET,88.75,94103,37.772723,-122.41608,POINT (-122.41608 37.772723)
TEKKA JAPANESE RESTAURANT,89.0,94118,37.77714,-122.464412,POINT (-122.464412 37.77714)
TEN ICHI RESTAURANT,79.5,94115,37.790333,-122.434144,POINT (-122.434144 37.790333)
TENDERLOIN ELEMENTARY SCHOOL,89.4,94102,37.782034,-122.419777,POINT (-122.419777 37.782034)
TENNESSEE GRILL INC,71.0,94116,37.742957,-122.478332,POINT (-122.478332 37.742957)
THAI TIME RESTAURANT,76.0,94118,37.782534,-122.466615,POINT (-122.466615 37.782534)
THANH LONG RESTAURANT,86.0,94122,37.760383,-122.50609,POINT (-122.50609 37.760383)
THAT'S IT MARKET,87.0,94110,37.753973,-122.418576,POINT (-122.418576 37.753973)
THE BEACH CHALET BREWERY & REST.,89.0,94121,37.770346,-122.510896,POINT (-122.510896 37.770346)
THE BEANERY INC.,98.0,94122,37.764148,-122.464391,POINT (-122.464391 37.764148)
THE BITTER END,89.5,94118,37.782933,-122.46408,POINT (-122.46408 37.782933)
THE BLACK HORSE LONDON DELI,94.0,94123,37.798528,-122.424394,POINT (-122.424394 37.798528)
THE BLUE PLATE,94.75,94110,37.745158,-122.420217,POINT (-122.420217 37.745158)
THE BRANDEIS SCHOOL OF SAN FRANCISCO,96.66666666666667,94132,37.713935,-122.475282,POINT (-122.475282 37.713935)
THE CAKEMAKER,96.66666666666667,94115,37.775798,-122.426187,POINT (-122.426187 37.775798)
THE CITRUS CLUB,81.33333333333333,94117,37.769428,-122.451604,POINT (-122.451604 37.769428)
THE COFFEESMITH,90.0,94102,37.781381,-122.417186,POINT (-122.417186 37.781381)
THE GAP CAFE,93.5,94105,37.789177,-122.388962,POINT (-122.388962 37.789177)
THE GROVE FILLMORE,88.33333333333333,94115,37.788147,-122.433637,POINT (-122.433637 37.788147)
THE LIBERTIES IRISH BAR & REST.,87.0,94110,37.75527,-122.423256,POINT (-122.423256 37.75527)
THE OLYMPIC CLUB AT LAKESIDE,96.25,94132,37.708887,-122.497934,POINT (-122.497934 37.708887)
"THE OLYMPIC CLUB AT LAKESIDE, UPPER",93.75,94132,37.708887,-122.497934,POINT (-122.497934 37.708887)
THE PHOENIX BAR & RESTAURANT,87.33333333333333,94110,37.759823,-122.421346,POINT (-122.421346 37.759823)
THE RICHMOND,93.0,94118,37.777123,-122.46534,POINT (-122.46534 37.777123)
THEM KY RESTAURANT,73.0,94109,37.784193,-122.417967,POINT (-122.417967 37.784193)
THIRSTY BEAR BREWING CO,85.5,94105,37.785518,-122.399812,POINT (-122.399812 37.785518)
