business_name,average_inspection_score,business_postal_code,business_latitude,business_longitude,business_location
DRAGON CITY BAKERY & CAFE,80.25,94110,37.759174,-122.419066,POINT (-122.419066 37.759174)
DRAGON WELL,92.0,94123,37.800528,-122.438664,POINT (-122.438664 37.800528)
DREW ELEMENTARY SCHOOL,98.83333333333333,94124,37.731736,-122.393522,POINT (-122.393522 37.731736)
DUK HING CHINESE DELI & MEAT INC.,89.0,94133,37.796484,-122.408394,POINT (-122.408394 37.796484)
Daffodil c/o Orchard Hotel,93.66666666666667,94108,37.790184,-122.408468,POINT (-122.408468 37.790184)
Dagwood & Scoops,89.5,94110,37.752968,-122.407062,POINT (-122.407062 37.752968)
Daily Grill,89.5,94102,37.787218,-122.408977,POINT (-122.408977 37.787218)
Daldas Market,91.5,94102,37.784148,-122.411224,POINT (-122.411224 37.784148)
Dar Bar Pakistani/Indian Cusine,84.0,94109,37.789784,-122.420455,POINT (-122.420455 37.789784)
Darioush Inc.,93.125,94115,37.803308,-122.417044,POINT (-122.417044 37.803308)
Darren's Cafe,93.33333333333333,94133,37.807584,-122.41574,POINT (-122.41574 37.807584)
Dartealing Lounge,92.33333333333333,94107,37.781638,-122.396308,POINT (-122.396308 37.781638)
Darwin Cafe,84.25,94107,37.780607,-122.396099,POINT (-122.396099 37.780607)
Del Popolo LLC,96.0,94114,37.752274,-122.426336,POINT (-122.426336 37.752274)
Delarosa,81.66666666666667,94103,37.800414,-122.439127,POINT (-122.439127 37.800414)
Deli Board,91.0,94107,37.777504,-122.406948,POINT (-122.406948 37.777504)
Deli World,89.66666666666667,94112,37.724174,-122.435859,POINT (-122.435859 37.724174)
Delise,96.66666666666667,94133,37.805713,-122.412687,POINT (-122.412687 37.805713)
Diane Feinstein Elementary School,99.2,94116,37.739643,-122.481876,POINT (-122.481876 37.739643)
Dinosaurs,89.9,94114,37.764697,-122.432322,POINT (-122.432322 37.764697)
Dirty Habit,86.0,94103,37.785388,-122.405369,POINT (-122.405369 37.785388)
Discount Grocers,100.0,94109,37.787924,-122.420164,POINT (-122.420164 37.787924)
District,89.66666666666667,94107,37.778534,-122.393219,POINT (-122.393219 37.778534)
Dojima-Ann,87.33333333333333,94102,37.786363,-122.408357,POINT (-122.408357 37.786363)
Dol-Ho Restaurant,79.0,94133,37.796718,-122.408714,POINT (-122.408714 37.796718)
Dolce Amore,94.66666666666667,94109,37.789259,-122.422277,POINT (-122.422277 37.789259)
Dolce Gelato,94.0,94109,37.788367,-122.415474,POINT (-122.415474 37.788367)
Domo,91.0,94102,37.775902,-122.426174,POINT (-122.426174 37.775902)
Don Pisto Restaurants LLC,89.0,94133,37.800628,-122.407824,POINT (-122.407824 37.800628)
Donairo's Pizza,96.0,94121,37.779663,-122.493618,POINT (-122.493618 37.779663)
Dong Baek Korean Restaurant,87.0,94109,37.785503,-122.415157,POINT (-122.415157 37.785503)
Donut Time,87.0,94122,37.753633,-122.48954,POINT (-122.48954 37.753633)
Donut World,95.0,94122,37.758941,-122.48591,POINT (-122.48591 37.758941)
Doo Bu Restaurant,76.0,94115,37.786022,-122.429903,POINT (-122.429903 37.786022)
Dosa on Fillmore,92.0,94115,37.785317,-122.433076,POINT (-122.433076 37.785317)
Double Decker,95.66666666666667,94102,37.777673,-122.424087,POINT (-122.424087 37.777673)
Double Play Bar & Grill,79.75,94103,37.765553,-122.410779,POINT (-122.410779 37.765553)
Downtown High School,97.66666666666667,94107,37.761354,-122.404146,POINT (-122.404146 37.761354)
Dragon River Restaurant,79.75,94118,37.780523,-122.47358,POINT (-122.47358 37.780523)
Dragoneats,87.5,94102,37.778357,-122.423237,POINT (-122.423237 37.778357)
Drip Coffee,98.0,94109,37.773657,-122.454417,POINT (-122.454417 37.773657)
Drumm Liquors,88.33333333333333,94111,37.79381,-122.396481,POINT (-122.396481 37.79381)
Duboce Park Cafe,96.0,94114,37.769305,-122.431407,POINT (-122.431407 37.769305)
Duc Loi Supermarket,64.0,94110,37.761637,-122.419385,POINT (-122.419385 37.761637)
Dunya Bistro,91.5,94109,37.791694,-122.420944,POINT (-122.420944 37.791694)
Dynamo,97.0,94110,37.752928,-122.407612,POINT (-122.407612 37.752928)
E Tutto Qua,94.5,94133,37.797665,-122.406273,POINT (-122.406273 37.797665)
E-Z STOP MARKET,93.0,94134,37.708356,-122.419989,POINT (-122.419989 37.708356)
EAGLE PIZZA,96.0,94116,37.742688,-122.484541,POINT (-122.484541 37.742688)
EASY MONEY,100.0,94122,37.76338,-122.482647,POINT (-122.482647 37.76338)
EATS,86.33333333333333,94118,37.783221,-122.459588,POINT (-122.459588 37.783221)
EBISU RESTAURANT,83.0,94122,37.758941,-122.48591,POINT (-122.48591 37.758941)
EDEN PLAZA CAFE,76.0,94107,37.783954,-122.395699,POINT (-122.395699 37.783954)
EDINBURGH CASTLE PUB,94.0,94109,37.786059,-122.418952,POINT (-122.418952 37.786059)
EL BURRITO EXPRESS #2,80.5,94115,37.786407,-122.440057,POINT (-122.440057 37.786407)
EL CASTILLITO TAQUERIA INC.,81.5,94114,37.768776,-122.429095,POINT (-122.429095 37.768776)
EL CHICO PRODUCE MARKET #4,78.0,94110,37.752663,-122.411179,POINT (-122.411179 37.752663)
EL FARO,85.16666666666667,94105,37.788613,-122.393894,POINT (-122.393894 37.788613)
EL NORTEO,93.5,94103,37.776011,-122.402466,POINT (-122.402466 37.776011)
EL POLLO SUPREMO,89.0,94112,37.715469,-122.441846,POINT (-122.441846 37.715469)
EL SALVADOR RESTAURANT,91.0,94110,37.760579,-122.41932,POINT (-122.41932 37.760579)
EL TACO LOCO INC.,90.5,94110,37.752308,-122.417881,POINT (-122.417881 37.752308)
EL TOREADOR FONDA MEXICANA RESTAURANT,79.5,94127,37.74033,-122.466412,POINT (-122.466412 37.74033)
EL TORO TAQUERIA,84.0,94110,37.763458,-122.421784,POINT (-122.421784 37.763458)
ELIZA'S RESTAURANT,88.5,94115,37.787884,-122.441657,POINT (-122.441657 37.787884)
EMPEROR PALACE RESTAURANT,81.0,94118,37.777253,-122.464359,POINT (-122.464359 37.777253)
EMPIRE MARKET,98.0,94102,37.783682,-122.414178,POINT (-122.414178 37.783682)
EMPIRE THEATRE,100.0,94127,37.739883,-122.466749,POINT (-122.466749 37.739883)
EPIPHANY ELEMENTARY,97.5,94112,37.715985,-122.434402,POINT (-122.434402 37.715985)
ERIC'S RESTAURANT,85.25,94131,37.746759,-122.426995,POINT (-122.426995 37.746759)
ESPERPENTO RESTAURANT,84.66666666666667,94110,37.755303,-122.420649,POINT (-122.420649 37.755303)
ESTELA'S DONBURI,91.66666666666667,94108,37.789763,-122.411787,POINT (-122.411787 37.789763)
EUREST DINING SERVICES,85.0,94105,37.790363,-122.393022,POINT (-122.393022 37.790363)
EUROPA EXPRESS,90.0,94121,37.774248,-122.510043,POINT (-122.510043 37.774248)
EVERGOOD SAUSAGE COMPANY,96.0,94124,37.727494,-122.387918,POINT (-122.387918 37.727494)
EVERGREEN MARKET,77.66666666666667,94110,37.756385,-122.418816,POINT (-122.418816 37.756385)
EXECUTIVE CAFE,89.5,94134,37.711323,-122.393371,POINT (-122.393371 37.711323)
EXIT THEATRE,100.0,94102,37.784288,-122.410224,POINT (-122.410224 37.784288)
EXTREME  PIZZA,92.0,94115,37.785657,-122.433147,POINT (-122.433147 37.785657)
EXTREME PIZZA,89.66666666666667,94123,37.797578,-122.431883,POINT (-122.431883 37.797578)
Eagle Cafe,92.5,94111,37.792343,-122.398567,POINT (-122.398567 37.792343)
East Park Kiosk,99.33333333333333,94133,37.80824,-122.410189,POINT (-122.410189 37.80824)
Eastern Bakery Inc,68.5,94108,37.793598,-122.406097,POINT (-122.406097 37.793598)
Easy Breezy,96.0,94114,37.751418,-122.432602,POINT (-122.432602 37.751418)
Eclipse Cafe,100.0,94111,37.794168,-122.396457,POINT (-122.396457 37.794168)
Educated Palate,95.0,94103,37.784323,-122.404549,POINT (-122.404549 37.784323)
EggWhite Cafe,87.33333333333333,94110,37.742073,-122.422133,POINT (-122.422133 37.742073)
Eggette Cafe,98.5,94122,37.753338,-122.497572,POINT (-122.497572 37.753338)
El Cafetazo,82.5,94103,37.764903,-122.421439,POINT (-122.421439 37.764903)
El Castillito Taqueria Star,76.5,94102,37.781788,-122.414704,POINT (-122.414704 37.781788)
El Chico Produce Market #2,74.66666666666667,94112,37.724489,-122.435026,POINT (-122.435026 37.724489)
El Dorado Market,86.0,94102,37.782488,-122.412267,POINT (-122.412267 37.782488)
El Mansour,87.66666666666667,94121,37.781595,-122.492586,POINT (-122.492586 37.781595)
El Porteno I Restaurant,79.33333333333333,94112,37.715905,-122.441373,POINT (-122.441373 37.715905)
El Tepa,87.75,94110,37.762217,-122.415035,POINT (-122.415035 37.762217)
El Tomate Restaurant,87.5,94110,37.752777,-122.410262,POINT (-122.410262 37.752777)
Elaine's Kitchen,77.5,94133,37.798178,-122.404484,POINT (-122.404484 37.798178)
Elephant Sushi,96.0,94109,37.79861,-122.418867,POINT (-122.418867 37.79861)
Eleven O One,90.33333333333333,94109,37.787074,-122.419984,POINT (-122.419984 37.787074)
Elks Club,95.0,94102,37.788188,-122.409284,POINT (-122.409284 37.788188)
Empero Taste,75.66666666666667,94121,37.77554,-122.502142,POINT (-122.502142 37.77554)
Employee Cafeteria,96.0,94103,37.784964,-122.404752,POINT (-122.404752 37.784964)
Emporio Rulli Il Caffe at Union Square,91.66666666666667,94108,37.787936,-122.406712,POINT (-122.406712 37.787936)
Encinal,97.0,94133,37.808494,-122.412,POINT (-122.412 37.808494)
Enjoy Vegetarian Restaurant,89.0,94122,37.760198,-122.469081,POINT (-122.469081 37.760198)
Enjoy Vegetarian Restaurant #2,94.66666666666667,94108,37.795675,-122.405098,POINT (-122.405098 37.795675)
Epic Roasthouse,95.75,94105,37.788613,-122.393894,POINT (-122.393894 37.788613)
Episcopal Community Services,87.75,94109,37.785908,-122.41981,POINT (-122.41981 37.785908)
Escape From New York Pizza,94.375,94104,37.790844,-122.403168,POINT (-122.403168 37.790844)
"Espetus Churrascaria, Inc.",89.66666666666667,94102,37.773317,-122.421724,POINT (-122.421724 37.773317)
Esposto's Deli,92.5,94107,37.767692,-122.393977,POINT (-122.393977 37.767692)
Estrella Taqueria,82.66666666666667,94104,37.772013,-122.431047,POINT (-122.431047 37.772013)
Etcetera Wine Bar,91.66666666666667,94110,37.760294,-122.421386,POINT (-122.421386 37.760294)
Eureka Restaurant & Lounge,87.0,94114,37.760881,-122.434171,POINT (-122.434171 37.760881)
Events Management @ DeYoung Museum,100.0,94118,37.771037,-122.468215,POINT (-122.468215 37.771037)
Events Management @ Legion of Honor,91.33333333333333,94121,37.785711,-122.500155,POINT (-122.500155 37.785711)
Events Management @ de Young Museum,86.0,94118,37.771037,-122.468215,POINT (-122.468215 37.771037)
Evergreen Garden Restaurant,82.33333333333333,94110,37.762249,-122.413092,POINT (-122.413092 37.762249)
Expressions Snack Bar,95.33333333333333,94133,37.808494,-122.412,POINT (-122.412 37.808494)
Extreme Pizza,91.16666666666667,94103,37.711185,-122.46779,POINT (-122.46779 37.711185)
FAIRMOUNT ELEMENTARY SCHOOL,99.6,94131,37.740395,-122.425576,POINT (-122.425576 37.740395)
FAMILY BILLIARDS,91.0,94118,37.782103,-122.449132,POINT (-122.449132 37.782103)
FILIPINO ED. CTR ELEMENTARY SCHOOL,98.0,94103,37.780295,-122.400308,POINT (-122.400308 37.780295)
FINAL FINAL,92.5,94123,37.798531,-122.445891,POINT (-122.445891 37.798531)
FIREFLY,92.5,94114,37.751068,-122.438242,POINT (-122.438242 37.751068)
FIREWOOD CAFE,94.0,94110,37.760788,-122.436913,POINT (-122.436913 37.760788)
FIRST BAPTIST CHURCH,94.0,94102,37.772017,-122.4241,POINT (-122.4241 37.772017)
FIRST CUP,96.5,94109,37.802454,-122.424854,POINT (-122.424854 37.802454)
FLORIO,90.0,94115,37.787553,-122.433574,POINT (-122.433574 37.787553)
FLOWER MARKET CAFE,77.25,94107,37.775664,-122.399999,POINT (-122.399999 37.775664)
FLYNN ELEMENTARY SCHOOL,98.85714285714286,94110,37.748264,-122.41197,POINT (-122.41197 37.748264)
FOODS CO. #351,90.66666666666667,94124,37.730164,-122.399114,POINT (-122.399114 37.730164)
FOREIGN CINEMA,89.33333333333333,94110,37.756417,-122.418884,POINT (-122.418884 37.756417)
FOUR SEASONS HOTEL- EMPLOYEE  CAFETERIA,93.5,94103,37.786476,-122.404852,POINT (-122.404852 37.786476)
FRANCIS OF ASSISI SENIOR MEALS PROG,96.0,94103,37.768904,-122.424466,POINT (-122.424466 37.768904)
FRANK MCCOPPIN ELEMENTARY SCHOOL,99.33333333333333,94118,37.778382,-122.462787,POINT (-122.462787 37.778382)
FRANKLIN MARKET,95.33333333333333,94109,37.788658,-122.423627,POINT (-122.423627 37.788658)
FREDS LIQUOR & DELI,94.0,94103,37.774722,-122.406761,POINT (-122.406761 37.774722)
FRENCH BAKERY,94.0,94116,37.742914,-122.478149,POINT (-122.478149 37.742914)
FRIENDS LIQUOR,98.0,94115,37.785717,-122.433121,POINT (-122.433121 37.785717)
FRINGALE,85.5,94107,37.778657,-122.397009,POINT (-122.397009 37.778657)
Fable,92.0,94114,37.759928,-122.434945,POINT (-122.434945 37.759928)
Falletti Foods,97.0,94117,37.773348,-122.439147,POINT (-122.439147 37.773348)
Fang's,83.8,94105,37.785654,-122.399729,POINT (-122.399729 37.785654)
Far East Cafe,81.5,94108,37.793033,-122.406044,POINT (-122.406044 37.793033)
Farallon,89.0,94102,37.788188,-122.409284,POINT (-122.409284 37.788188)
Farallon Restaurant,100.0,94102,37.788188,-122.409284,POINT (-122.409284 37.788188)
Farley's,94.5,94107,37.763733,-122.466366,POINT (-122.466366 37.763733)
Farm Fresh Underground,100.0,94132,37.720894,-122.478029,POINT (-122.478029 37.720894)
Farm Fresh to You,93.0,94111,37.795225,-122.39377,POINT (-122.39377 37.795225)
Farmers Market & Produce,92.0,94109,37.785787,-122.419644,POINT (-122.419644 37.785787)
Fat Angel,84.5,94115,37.783237,-122.433243,POINT (-122.433243 37.783237)
Fatted Calf SF,92.66666666666667,94102,37.775918,-122.423134,POINT (-122.423134 37.775918)
Ferry Building Commissary,100.0,94111,37.795225,-122.39377,POINT (-122.39377 37.795225)
Ferry Plaza Wine Merchant,100.0,94111,37.795225,-122.39377,POINT (-122.39377 37.795225)
Fillmore Bake Shop,87.0,94115,37.786951,-122.433362,POINT (-122.433362 37.786951)
Fillmore Street Cafe,85.33333333333333,94115,37.781974,-122.432474,POINT (-122.432474 37.781974)
Fino,91.0,94109,37.788094,-122.41176,POINT (-122.41176 37.788094)
Fior d' Italia,80.66666666666667,94133,37.804303,-122.413364,POINT (-122.413364 37.804303)
Firenze By Night,85.5,94133,37.798914,-122.408885,POINT (-122.408885 37.798914)
First Cake,86.0,94121,37.780087,-122.482596,POINT (-122.482596 37.780087)
Fish N Gari,77.33333333333333,94109,37.792577,-122.421016,POINT (-122.421016 37.792577)
Fishbowl,94.0,94115,37.786887,-122.440156,POINT (-122.440156 37.786887)
Fisherman's Pizzeria Inc [#50],88.0,94133,37.807167,-122.418936,POINT (-122.418936 37.807167)
Five Happiness,82.33333333333333,94118,37.781138,-122.463931,POINT (-122.463931 37.781138)
Flour & Water,86.0,94110,37.758913,-122.412426,POINT (-122.412426 37.758913)
Fly Trap,93.0,94107,37.785404,-122.396979,POINT (-122.396979 37.785404)
Flying Pig Bistro,88.0,94103,37.766324,-122.417565,POINT (-122.417565 37.766324)
Focaccia Market Bakery,84.0,94103,37.794543,-122.397037,POINT (-122.397037 37.794543)
Fog Harbor Fish House,88.33333333333333,94133,37.80824,-122.410189,POINT (-122.410189 37.80824)
Fondue Cowboy,96.0,94103,37.777504,-122.406948,POINT (-122.406948 37.777504)
Foods Co #357,87.5,94103,37.767907,-122.415584,POINT (-122.415584 37.767907)
Four Barrel Coffee,88.5,94103,37.766994,-122.422035,POINT (-122.422035 37.766994)
Four Star Theatre - Snack Bar,94.66666666666667,94118,37.782128,-122.482911,POINT (-122.482911 37.782128)
Fox Market,96.0,94102,37.783036,-122.417396,POINT (-122.417396 37.783036)
Frances,98.0,94114,37.762698,-122.432232,POINT (-122.432232 37.762698)
Franchino,92.0,94133,37.798427,-122.407507,POINT (-122.407507 37.798427)
Francisca Club,98.0,94102,37.789014,-122.409967,POINT (-122.409967 37.789014)
Franciscan Crab Restaurant,85.75,94133,37.808931,-122.415069,POINT (-122.415069 37.808931)
Francisco Middle School,96.4,94133,37.804368,-122.411617,POINT (-122.411617 37.804368)
Frascati,96.0,94109,37.798392,-122.418923,POINT (-122.418923 37.798392)
Freddie's Sandwiches,93.33333333333333,94133,37.805128,-122.410284,POINT (-122.410284 37.805128)
French Club,99.33333333333333,94102,37.787517,-122.409897,POINT (-122.409897 37.787517)
Fresca Restaurant,86.14285714285714,94114,37.751474,-122.430708,POINT (-122.430708 37.751474)
Fresco Pizza and Grill,88.25,94109,37.789278,-122.420387,POINT (-122.420387 37.789278)
Freshroll,88.16666666666667,94103,37.783841,-122.403325,POINT (-122.403325 37.783841)
Frisco Fried,87.0,94124,37.73089,-122.392227,POINT (-122.392227 37.73089)
Frog Hollow Farm Market,92.0,94111,37.795225,-122.39377,POINT (-122.39377 37.795225)
Fujiyama-Ya,87.0,94122,37.754218,-122.477102,POINT (-122.477102 37.754218)
Fun Food Partners - Aunt Fanny's,100.0,94133,37.668824,-122.409411,POINT (-122.409411 37.668824)
G & L RESTAURANT,73.66666666666667,94134,37.712517,-122.407152,POINT (-122.407152 37.712517)
"G. L. Alfieri, LLC",100.0,94111,37.795225,-122.39377,POINT (-122.39377 37.795225)
GAP INC.,94.5,94105,37.790793,-122.390218,POINT (-122.390218 37.790793)
GARDEN CT. RESTAURANT & BAR,87.5,94105,37.788286,-122.401543,POINT (-122.401543 37.788286)
GARDEN HOUSE CAFE,89.5,94121,37.781597,-122.492544,POINT (-122.492544 37.781597)
GAS & SHOP,87.25,94110,37.763803,-122.417326,POINT (-122.417326 37.763803)
GASPARE'S PIZZA HOUSE AND ITALIAN RESTAURANT,84.5,94121,37.78047,-122.478832,POINT (-122.478832 37.78047)
GENE'S LIQUOR,94.0,94116,37.742403,-122.48979,POINT (-122.48979 37.742403)
GEORGE WASHINGTON HIGH SCHOOL,96.66666666666667,94121,37.777772,-122.492005,POINT (-122.492005 37.777772)
GEORGE'S ZOO,96.0,94116,37.735488,-122.501599,POINT (-122.501599 37.735488)
GGP MARKET,93.0,94110,37.752748,-122.410822,POINT (-122.410822 37.752748)
GIANNINI MIDDLE SCHOOL,100.0,94122,37.751406,-122.497233,POINT (-122.497233 37.751406)
GIANT SCOOP,78.66666666666667,94134,37.727468,-122.403582,POINT (-122.403582 37.727468)
GINO'S GROCERY COMPANY,83.0,94115,37.792598,-122.434537,POINT (-122.434537 37.792598)
GIORGIO'S PIZZA,92.0,94118,37.783073,-122.461009,POINT (-122.461009 37.783073)
GLADSTONE MARKET,92.0,94109,37.783186,-122.41882,POINT (-122.41882 37.783186)
GLEN PARK ELEMENTARY SCHOOL,97.0,94122,37.73322,-122.435998,POINT (-122.435998 37.73322)
GLENEAGLES GOLF COURSE AT M P,94.0,94134,37.714351,-122.424419,POINT (-122.424419 37.714351)
GLOBAL GOURMET CATERING,100.0,94107,37.758887,-122.387493,POINT (-122.387493 37.758887)
GOAT HILL PIZZA,93.33333333333333,94107,37.762367,-122.397515,POINT (-122.397515 37.762367)
"GOLD CLUB, THE",93.0,94105,37.785784,-122.399569,POINT (-122.399569 37.785784)
GOLD MIRROR ITALIAN RESTAURANT,93.33333333333333,94116,37.743118,-122.474802,POINT (-122.474802 37.743118)
GOLDEN CHARIOT BAKERY & REST,75.66666666666667,94121,37.775878,-122.494382,POINT (-122.494382 37.775878)
GOLDEN GATE YACHT CLUB,86.0,941,37.807878,-122.442499,POINT (-122.442499 37.807878)
GOLDEN PRODUCE,87.0,94114,37.768187,-122.429024,POINT (-122.429024 37.768187)
GOLDEN STATE ADULT DAY HEALTH CARE,97.0,94121,37.77439,-122.510053,POINT (-122.510053 37.77439)
GORDO TAQUERIA #2,89.5,94122,37.758941,-122.48591,POINT (-122.48591 37.758941)
GORDO TAQUERIA #6,87.5,94121,37.780517,-122.477804,POINT (-122.477804 37.780517)
GOURMET DIM SUM & CAFE,77.25,94118,37.782823,-122.466359,POINT (-122.466359 37.782823)
GRAND 7 LIQUOR & DELI,79.0,94124,37.749949,-122.393975,POINT (-122.393975 37.749949)
GRAND LODGE OF CALIFORNIA,91.33333333333333,94112,37.717659,-122.44005,POINT (-122.44005 37.717659)
GRAND MISSION DONUT & BAKERY,90.25,94110,37.761929,-122.419308,POINT (-122.419308 37.761929)
GRATTAN ELEMENTARY SCHOOL,97.0,94117,37.763842,-122.450513,POINT (-122.450513 37.763842)
GREEN STREET MARKET,94.0,94123,37.796828,-122.430234,POINT (-122.430234 37.796828)
GROVE ST. MARKET,96.66666666666667,94102,37.777618,-122.425024,POINT (-122.425024 37.777618)
GUADALUPE ELEMENTARY SCHOOL,99.0,94112,37.710464,-122.434202,POINT (-122.434202 37.710464)
GUARDINO'S SOUVENIR & GIFT SHOP,97.33333333333333,94133,37.795202,-122.413169,POINT (-122.413169 37.795202)
Gabby's Market & Deli,95.33333333333333,94105,37.787808,-122.390703,POINT (-122.390703 37.787808)
Galileo High School,97.83333333333333,94109,37.803347,-122.424084,POINT (-122.424084 37.803347)
Gamine,86.0,94123,37.796989,-122.435873,POINT (-122.435873 37.796989)
Ganim's Market,92.66666666666667,94107,37.762686,-122.393975,POINT (-122.393975 37.762686)
Garaje,91.0,94107,37.781572,-122.396081,POINT (-122.396081 37.781572)
Garden Bakery,83.66666666666667,94133,37.795835,-122.407828,POINT (-122.407828 37.795835)
Garden of Eden,99.0,94133,37.797933,-122.406018,POINT (-122.406018 37.797933)
Garfield Elementary School,100.0,94133,37.801794,-122.406534,POINT (-122.406534 37.801794)
Gary Danko,90.66666666666667,94109,37.805728,-122.420564,POINT (-122.420564 37.805728)
Gastronaut LLC,97.0,94124,37.724496,-122.394539,POINT (-122.394539 37.724496)
Gateway Croissants,77.66666666666667,94102,37.781518,-122.416982,POINT (-122.416982 37.781518)
Gateway High/Kip Schools,94.42857142857143,94115,37.783427,-122.437747,POINT (-122.437747 37.783427)
Gelato Classico Italian Ice,94.33333333333333,94133,37.800543,-122.408784,POINT (-122.408784 37.800543)
Gemini - San Francisco Bay Concessionaires,98.0,94133,37.808494,-122.412,POINT (-122.412 37.808494)
General Nutrition #302,86.0,94104,37.789353,-122.401309,POINT (-122.401309 37.789353)
Geneva Bubble Tea,82.5,94112,37.715871,-122.439703,POINT (-122.439703 37.715871)
Gestalt,94.0,94103,37.764803,-122.423309,POINT (-122.423309 37.764803)
Ghirardelli Chcocolate Company,99.0,94109,37.805427,-122.422854,POINT (-122.422854 37.805427)
Ghirardelli Chocolate,96.5,94107,37.778347,-122.390948,POINT (-122.390948 37.778347)
Ghirardelli Chocolate Fountain,98.66666666666667,94109,37.806388,-122.422165,POINT (-122.422165 37.806388)
Gialina,92.33333333333333,94131,37.733934,-122.434095,POINT (-122.434095 37.733934)
Giant Burrito,100.0,94124,37.741959,-122.405378,POINT (-122.405378 37.741959)
Gilberth's Rottiserie & Grill,87.0,94107,37.758903,-122.388238,POINT (-122.388238 37.758903)
Giordano Bros.,88.0,94103,37.764953,-122.422113,POINT (-122.422113 37.764953)
Giraffe Cart,90.0,94132,37.73017,-122.502535,POINT (-122.502535 37.73017)
Glaze Donuts,90.66666666666667,94112,37.726402,-122.433476,POINT (-122.433476 37.726402)
Glide Memorial Church,95.33333333333333,94102,37.785096,-122.411651,POINT (-122.411651 37.785096)
Go Go Market & Deli,87.5,94103,37.774722,-122.406761,POINT (-122.406761 37.774722)
Goat Hill Pizza,93.2,94107,37.780527,-122.397922,POINT (-122.397922 37.780527)
Godiva Chocolatier Inc.,97.0,94132,37.728497,-122.475639,POINT (-122.475639 37.728497)
Godzila Sushi,86.25,94115,37.786229,-122.439984,POINT (-122.439984 37.786229)
Gold Coast Grill & Catering,94.5,94132,37.720894,-122.478029,POINT (-122.478029 37.720894)
Gold Coin Trading Co,82.0,94133,37.796588,-122.409684,POINT (-122.409684 37.796588)
Golden Bear,95.0,94133,37.808494,-122.412,POINT (-122.412 37.808494)
Golden Boy Pizza,93.0,94133,37.799648,-122.408033,POINT (-122.408033 37.799648)
Golden City Inn,68.25,94124,37.731902,-122.391576,POINT (-122.391576 37.731902)
Golden Donuts,92.0,94121,37.780353,-122.477399,POINT (-122.477399 37.780353)
Golden Eagle Deli & Grill,94.0,94124,37.737719,-122.389559,POINT (-122.389559 37.737719)
Golden Flower Vietnamese Restaurant,84.5,94133,37.796026,-122.406202,POINT (-122.406202 37.796026)
Golden Gate Bakery,98.0,94133,37.796385,-122.406724,POINT (-122.406724 37.796385)
Golden Gate Day Health (St. Anthony),96.0,94109,37.781568,-122.416373,POINT (-122.416373 37.781568)
Golden Gate Dim Sum Seafood,73.75,94121,37.782243,-122.479009,POINT (-122.479009 37.782243)
Golden Gate Indian Cuisine & Pizza,90.0,94122,37.758941,-122.48591,POINT (-122.48591 37.758941)
Golden Gate Meat Co,96.66666666666667,94111,37.795225,-122.39377,POINT (-122.39377 37.795225)
Golden Kim Tar Restaurant,68.0,94102,37.781786,-122.417147,POINT (-122.417147 37.781786)
Golden King Vietnamese Restaurant,64.5,94108,37.794307,-122.405655,POINT (-122.405655 37.794307)
Golden Natural Foods,97.0,94114,37.768824,-122.429127,POINT (-122.429127 37.768824)
Golden Star Vietnamese Restaurant,92.0,94108,37.794555,-122.405724,POINT (-122.405724 37.794555)
Golden Veggie Market,92.5,94109,37.790324,-122.420664,POINT (-122.420664 37.790324)
Good Earth Cafe,97.0,94108,37.795844,-122.405094,POINT (-122.405094 37.795844)
Good Eats Cafe,87.5,94104,37.792237,-122.400124,POINT (-122.400124 37.792237)
"Good Life Grocery, The",90.0,94110,37.739053,-122.416683,POINT (-122.416683 37.739053)
Good Luck Market,79.33333333333333,94116,37.742863,-122.479259,POINT (-122.479259 37.742863)
Good Orchard Bakery,74.66666666666667,94112,37.723532,-122.435636,POINT (-122.435636 37.723532)
Good To Go,97.33333333333333,94132,37.723054,-122.483612,POINT (-122.483612 37.723054)
Goody Goodie Cream & Sugar,89.33333333333333,94103,37.767968,-122.413384,POINT (-122.413384 37.767968)
Gordo Taqueria #1,86.0,94121,37.782107,-122.483631,POINT (-122.483631 37.782107)
Gordon J Lau Elementary School,97.5,94108,37.794008,-122.408734,POINT (-122.408734 37.794008)
Gott's Roadside Tray Gourmet,92.0,94111,37.795225,-122.39377,POINT (-122.39377 37.795225)
Gourmet Carousel,72.0,94109,37.789073,-122.423784,POINT (-122.423784 37.789073)
Gourmet Delight,80.5,94108,37.795594,-122.408204,POINT (-122.408204 37.795594)
Gourmet Kitchen,87.33333333333333,94108,37.795594,-122.408204,POINT (-122.408204 37.795594)
Grace Cathedral,99.2,94108,37.791538,-122.413334,POINT (-122.413334 37.791538)
Grand Coffee,87.25,94110,37.754383,-122.418616,POINT (-122.418616 37.754383)
Grandeho's Kamekyo II,84.33333333333333,94109,37.806153,-122.420474,POINT (-122.420474 37.806153)
Grant Place Restaurant,89.5,94108,37.795166,-122.405924,POINT (-122.405924 37.795166)
Great Eastern Restaurant,77.5,94133,37.796093,-122.405918,POINT (-122.405918 37.796093)
Great India Restaurant,80.66666666666667,94121,37.779984,-122.485229,POINT (-122.485229 37.779984)
Green & Polk Produce,93.0,94109,37.797238,-122.421956,POINT (-122.421956 37.797238)
Green Chile Kitchen,87.0,94115,37.7773,-122.441709,POINT (-122.441709 37.7773)
